pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
3,0,6,TRSM_L(0,3),1777844079819208704,1777844090433239040,1777844079682457600
3,0,14,TRSM_L(0,7),1777844079819208704,1777844089403985920,1777844079682464768
3,0,22,TRSM_L(0,11),1777844079819208704,1777844091079249920,1777844079682471936
3,0,30,TRSM_L(0,15),1777844079819209728,1777844092181188608,1777844079682476032
3,0,1235,GEMM(8,15,7),1777844154195069952,1777844154236977152,0
3,0,1239,GEMM(9,11,7),1777844152054555648,1777844152142384128,0
3,0,1243,GEMM(9,15,7),1777844152054555648,1777844152142344192,0
3,0,1247,GEMM(10,11,7),1777844152054554624,1777844152142243840,0
3,0,1251,GEMM(10,15,7),1777844152007524352,1777844152070827008,0
3,0,1255,GEMM(11,11,7),1777844152054554624,1777844152142300160,0
3,0,1259,GEMM(11,15,7),1777844154175655936,1777844154236705792,0
3,0,1263,GEMM(12,11,7),1777844154175405056,1777844154236653568,0
3,0,1267,GEMM(12,15,7),1777844154195069952,1777844154237204480,0
3,0,1271,GEMM(13,11,7),1777844152054556672,1777844152142384128,0
3,0,1275,GEMM(13,15,7),1777844152054555648,1777844152142384128,0
3,0,1279,GEMM(14,11,7),1777844152054555648,1777844152142344192,0
3,0,1283,GEMM(14,15,7),1777844152054556672,1777844152152863744,0
3,0,1287,GEMM(15,11,7),1777844152140730368,1777844153133649920,0
3,0,1291,GEMM(15,15,7),1777844154175655936,1777844154236896256,0
3,0,1298,TRSM_L(8,11),1777844154236977152,1777844160418425856,1777844154175405056
3,0,1306,TRSM_L(8,15),1777844154237190144,1777844160414308352,1777844154195070976
3,0,1309,GEMM(9,11,8),1777844152152209408,1777844153598144512,1777844152054556672
3,0,1313,GEMM(9,15,8),1777844152152209408,1777844153598105600,1777844152054555648
3,0,1316,GEMM(10,11,8),1777844152152209408,1777844153598105600,1777844152054556672
3,0,1320,GEMM(10,15,8),1777844152153077760,1777844154165595136,1777844152054556672
3,0,1323,GEMM(11,11,8),1777844153575448576,1777844154175287296,1777844152140730368
3,0,1327,GEMM(11,15,8),1777844159042063360,1777844159922251776,1777844159012382720
3,0,1330,GEMM(12,11,8),1777844159934473216,1777844160418600960,1777844159811046400
3,0,1334,GEMM(12,15,8),1777844158581311488,1777844159829422080,1777844158581060608
3,0,1337,GEMM(13,11,8),1777844154578792448,1777844154978593792,1777844154489025536
3,0,1341,GEMM(13,15,8),1777844156043930624,1777844157095345152,1777844156041994240
3,0,1344,GEMM(14,11,8),1777844157595401216,1777844158555066368,1777844157018324992
3,0,1348,GEMM(14,15,8),1777844154987037696,1777844156040636416,1777844154984913920
3,0,1351,GEMM(15,11,8),1777844158094264320,1777844158580331520,1777844158061769728
3,0,1355,GEMM(15,15,8),1777844159042063360,1777844159865919488,1777844159012382720
3,0,1360,TRSM_L(9,11),1777844159934472192,1777844161457425408,1777844159811046400
3,0,1368,TRSM_L(9,15),1777844159012382720,1777844161445114880,1777844158581060608
3,0,1370,GEMM(10,11,9),1777844154489038848,1777844154578803712,1777844154489025536
3,0,1374,GEMM(10,15,9),1777844157094244352,1777844158093529088,1777844156041994240
3,0,1376,GEMM(11,11,9),1777844166726573056,1777844169572703232,1777844157018324992
3,0,1380,GEMM(11,15,9),1777844166726443008,1777844169408073728,1777844154985351168
3,0,1382,GEMM(12,11,9),1777844166726311936,1777844169408073728,1777844158061769728
3,0,1386,GEMM(12,15,9),1777844166726443008,1777844169408074752,1777844159012382720
3,0,1388,GEMM(13,11,9),1777844169412350976,1777844170522586112,1777844159820165120
3,0,1392,GEMM(13,15,9),1777844169572702208,1777844170522588160,1777844158581309440
3,0,1394,GEMM(14,11,9),1777844166726443008,1777844169408074752,1777844154489025536
3,0,1398,GEMM(14,15,9),1777844166726443008,1777844169408073728,1777844156042010624
3,0,1400,GEMM(15,11,9),1777844169408074752,1777844170486020096,1777844157048804352
3,0,1404,GEMM(15,15,9),1777844169408074752,1777844169932556288,1777844154986591232
3,0,1407,TRSM_L(10,11),1777844165678070784,1777844170977347584,1777844158061769728
3,0,1415,TRSM_L(10,15),1777844165678070784,1777844171001400320,1777844159012382720
3,0,1416,GEMM(11,11,10),1777844171101618176,1777844172385321984,1777844160418990080
3,0,1420,GEMM(11,15,10),1777844171101619200,1777844172751064064,1777844160418424832
3,0,1421,GEMM(12,11,10),1777844172387053568,1777844172751064064,1777844154489028608
3,0,1425,GEMM(12,15,10),1777844172387053568,1777844172751065088,1777844156042423296
3,0,1426,GEMM(13,11,10),1777844172387053568,1777844172756192256,1777844157048804352
3,0,1430,GEMM(13,15,10),1777844172387238912,1777844172751064064,1777844154986591232
3,0,1431,GEMM(14,11,10),1777844172387053568,1777844172751065088,1777844158071396352
3,0,1435,GEMM(14,15,10),1777844172387053568,1777844172751065088,1777844159934472192
3,0,1436,GEMM(15,11,10),1777844171101619200,1777844172385321984,1777844160419613696
3,0,1440,GEMM(15,15,10),1777844171100321792,1777844172385321984,1777844160418425856
3,0,1441,GETRF(11),1777844154983339008,1777844156040636416,0
3,0,1442,TRSM_R(12,11),1777844157586183168,1777844160928957440,0
3,0,1444,TRSM_R(13,11),1777844158580514816,1777844161060298752,0
3,0,1446,TRSM_R(14,11),1777844156041820160,1777844160860358656,0
3,0,1448,TRSM_R(15,11),1777844158581060608,1777844161091210240,0
3,0,1449,TRSM_L(11,15),1777844159934473216,1777844161171865600,0
3,0,1453,GEMM(12,15,11),1777844161457628160,1777844161468510208,0
3,0,1457,GEMM(13,15,11),1777844161445993472,1777844161467407360,0
3,0,1461,GEMM(14,15,11),1777844156026290176,1777844156043929600,0
3,0,1465,GEMM(15,15,11),1777844158450124800,1777844159036755968,0
3,0,1472,TRSM_L(12,15),1777844170822760448,1777844172909514752,1777844170486019072
3,0,1475,GEMM(13,15,12),1777844170522587136,1777844170822760448,1777844169572702208
3,0,1478,GEMM(14,15,12),1777844170655846400,1777844170848813056,1777844169572702208
3,0,1481,GEMM(15,15,12),1777844170655846400,1777844170848796672,1777844169572702208
3,0,1486,TRSM_L(13,15),1777844170848796672,1777844172910260224,1777844170523462656
3,0,1488,GEMM(14,15,13),1777844170849127424,1777844170975499264,1777844170655846400
3,0,1490,GEMM(15,15,13),1777844170655846400,1777844170848795648,1777844169572702208
3,0,1493,TRSM_L(14,15),1777844170849127424,1777844172910376960,1777844169572702208
3,0,1494,GEMM(15,15,14),1777844172387053568,1777844172751064064,1777844170522587136
3,0,1495,GETRF(15),1777844170486020096,1777844170848299008,0
