pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
2,0,4,TRSM_L(0,2),1777844079819208960,1777844091311997184,1777844079683285248
2,0,12,TRSM_L(0,6),1777844079819208960,1777844090160173312,1777844079683295488
2,0,20,TRSM_L(0,10),1777844079819208960,1777844089405660416,1777844079683303680
2,0,28,TRSM_L(0,14),1777844079819208960,1777844091571853568,1777844079683310848
2,0,1336,GEMM(13,10,8),1777844151363364096,1777844151886087424,1777844143620068608
2,0,1340,GEMM(13,14,8),1777844151363757312,1777844157090586880,1777844143716589824
2,0,1343,GEMM(14,10,8),1777844151886033152,1777844157090588928,1777844143608909056
2,0,1347,GEMM(14,14,8),1777844151886108928,1777844157090587904,1777844143517649152
2,0,1350,GEMM(15,10,8),1777844151886033152,1777844157090609408,1777844143848787200
2,0,1354,GEMM(15,14,8),1777844151886034176,1777844157090587904,1777844144336705792
2,0,1358,TRSM_L(9,10),1777844150069579008,1777844151053381888,1777844144208960768
2,0,1366,TRSM_L(9,14),1777844150069577984,1777844151123211520,1777844144212482304
2,0,1369,GEMM(10,10,9),1777844165666907392,1777844166785727744,1777844164842213632
2,0,1373,GEMM(10,14,9),1777844164846356736,1777844165666906368,1777844164821864704
2,0,1375,GEMM(11,10,9),1777844166896565504,1777844169659665664,1777844164821865728
2,0,1379,GEMM(11,14,9),1777844166896565504,1777844169659665664,1777844164821865728
2,0,1381,GEMM(12,10,9),1777844166896565504,1777844170647880960,1777844164821864704
2,0,1385,GEMM(12,14,9),1777844166896743680,1777844169659763968,1777844164821865728
2,0,1387,GEMM(13,10,9),1777844169660002560,1777844170651712768,1777844164794975488
2,0,1391,GEMM(13,14,9),1777844169660002560,1777844170651712768,1777844162528552192
2,0,1393,GEMM(14,10,9),1777844166896565504,1777844169659665664,1777844164842213632
2,0,1397,GEMM(14,14,9),1777844166896564480,1777844169658839296,1777844164821864704
2,0,1399,GEMM(15,10,9),1777844166896565504,1777844169659665664,1777844164821865728
2,0,1403,GEMM(15,14,9),1777844166896564480,1777844169659677952,1777844164821866752
2,0,1405,GETRF(10),1777844164821866752,1777844165666906368,0
2,0,1406,TRSM_R(11,10),1777844164821865728,1777844171054821632,0
2,0,1408,TRSM_R(12,10),1777844164794975488,1777844171239780608,0
2,0,1410,TRSM_R(13,10),1777844165579340032,1777844171264807168,0
2,0,1412,TRSM_R(14,10),1777844164842212608,1777844171243812096,0
2,0,1413,TRSM_L(10,14),1777844164821864704,1777844171055181056,0
2,0,1414,TRSM_R(15,10),1777844164821865728,1777844171054921984,0
2,0,1419,GEMM(11,14,10),1777844164821866752,1777844164846896384,0
2,0,1424,GEMM(12,14,10),1777844164846074112,1777844165666906368,0
2,0,1429,GEMM(13,14,10),1777844164821865728,1777844164842773760,0
2,0,1434,GEMM(14,14,10),1777844164794975488,1777844164842706176,0
2,0,1439,GEMM(15,14,10),1777844165579176192,1777844166782242048,0
2,0,1447,TRSM_L(11,14),1777844165676659968,1777844171455674624,1777844164842213632
2,0,1452,GEMM(12,14,11),1777844164846356736,1777844165666907392,1777844164821864704
2,0,1456,GEMM(13,14,11),1777844164846356736,1777844165677319424,1777844164821865728
2,0,1460,GEMM(14,14,11),1777844164846452992,1777844166228189440,1777844164821866752
2,0,1464,GEMM(15,14,11),1777844165677982976,1777844166785727744,1777844164846075136
2,0,1470,TRSM_L(12,14),1777844164846452992,1777844171449004288,1777844164821865728
2,0,1474,GEMM(13,14,12),1777844165677982976,1777844166909444352,1777844164794975488
2,0,1477,GEMM(14,14,12),1777844166784456960,1777844169655439616,1777844165579176192
2,0,1480,GEMM(15,14,12),1777844169660306688,1777844170769664256,1777844166896565504
2,0,1484,TRSM_L(13,14),1777844166896564480,1777844171511132416,1777844165677981952
2,0,1487,GEMM(14,14,13),1777844170652566784,1777844170777097472,1777844170531337472
2,0,1489,GEMM(15,14,13),1777844170652566784,1777844170777097472,1777844170645571840
2,0,1491,GETRF(14),1777844170651712768,1777844170777347328,0
2,0,1492,TRSM_R(15,14),1777844169660305664,1777844171449371904,0
