pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
0,3,1399,GEMM(15,10,9),1777920148293594880,1777920148504056576,1777920148293590784
0,3,1401,GEMM(15,12,9),1777920148504063744,1777920148714465024,1777920148504060672
0,3,1403,GEMM(15,14,9),1777920148714472192,1777920148924815104,1777920148714469120
0,3,1405,GETRF(10),1777920148924818176,1777920148953938688,0
0,3,1406,TRSM_R(11,10),1777920148953944832,1777920149001134848,0
0,3,1408,TRSM_R(12,10),1777920149001143040,1777920149048391424,0
0,3,1409,TRSM_L(10,12),1777920149048399616,1777920149090891520,0
0,3,1410,TRSM_R(13,10),1777920149090893568,1777920149138047744,0
0,3,1412,TRSM_R(14,10),1777920149138054912,1777920149185197824,0
0,3,1413,TRSM_L(10,14),1777920149185206016,1777920149227625216,0
0,3,1414,TRSM_R(15,10),1777920149227627264,1777920149274771200,0
0,3,1417,GEMM(11,12,10),1777920149274781440,1777920149354077952,0
0,3,1419,GEMM(11,14,10),1777920149354082048,1777920149433368320,0
0,3,1422,GEMM(12,12,10),1777920149433372416,1777920149512666880,0
0,3,1424,GEMM(12,14,10),1777920149512670976,1777920149591967488,0
0,3,1427,GEMM(13,12,10),1777920149591970560,1777920149671272192,0
0,3,1429,GEMM(13,14,10),1777920149671276288,1777920149750583040,0
0,3,1432,GEMM(14,12,10),1777920149750586112,1777920149829889792,0
0,3,1434,GEMM(14,14,10),1777920149829893888,1777920149909195520,0
0,3,1437,GEMM(15,12,10),1777920149909199616,1777920149988505344,0
0,3,1439,GEMM(15,14,10),1777920149988509440,1777920150067812096,0
0,3,1443,TRSM_L(11,12),1777920152337630976,1777920152444576512,1777920150067814144
0,3,1447,TRSM_L(11,14),1777920152444582656,1777920152551540480,1777920152444578560
0,3,1450,GEMM(12,12,11),1777920152551547648,1777920152742907648,1777920152551544576
0,3,1452,GEMM(12,14,11),1777920152742914816,1777920152934173440,1777920152742910720
0,3,1454,GEMM(13,12,11),1777920152934180608,1777920153144356608,1777920152934177536
0,3,1456,GEMM(13,14,11),1777920153144363776,1777920153354610432,1777920153144360704
0,3,1458,GEMM(14,12,11),1777920153354617600,1777920153550187264,1777920153354614528
0,3,1460,GEMM(14,14,11),1777920153550194432,1777920153745827584,1777920153550191360
0,3,1462,GEMM(15,12,11),1777920153745834752,1777920153956002560,1777920153745831680
0,3,1464,GEMM(15,14,11),1777920153956009728,1777920154166184704,1777920153956005632
0,3,1466,GETRF(12),1777920154166188800,1777920154195307264,0
0,3,1467,TRSM_R(13,12),1777920154195313408,1777920154242361088,0
0,3,1469,TRSM_R(14,12),1777920154242371328,1777920154289499904,0
0,3,1470,TRSM_L(12,14),1777920154289509120,1777920154332040960,0
0,3,1471,TRSM_R(15,12),1777920154332043008,1777920154379281152,0
0,3,1474,GEMM(13,14,12),1777920154379292416,1777920154458599168,0
0,3,1477,GEMM(14,14,12),1777920154458602240,1777920154537899776,0
0,3,1480,GEMM(15,14,12),1777920154537903872,1777920154617201408,0
0,3,1484,TRSM_L(13,14),1777920155650568960,1777920155757473536,1777920154617203456
0,3,1487,GEMM(14,14,13),1777920155757480704,1777920155953240832,1777920155757476608
0,3,1489,GEMM(15,14,13),1777920155953248000,1777920156163710720,1777920155953244928
0,3,1491,GETRF(14),1777920156163713792,1777920156192847616,0
0,3,1492,TRSM_R(15,14),1777920156192853760,1777920156239932160,0
0,4,0,GETRF(0),1777920158588175616,1777920158617294080,0
0,4,1,TRSM_R(1,0),1777920158617300224,1777920158664344832,0
0,4,3,TRSM_R(2,0),1777920158664354048,1777920158711575808,0
0,4,4,TRSM_L(0,2),1777920158711586048,1777920158754092288,0
0,4,5,TRSM_R(3,0),1777920158754094336,1777920158801243392,0
0,4,7,TRSM_R(4,0),1777920158801253632,1777920158848334080,0
0,4,8,TRSM_L(0,4),1777920158848344320,1777920158890744064,0
0,4,9,TRSM_R(5,0),1777920158890745088,1777920158937834752,0
0,4,11,TRSM_R(6,0),1777920158937842944,1777920158984938752,0
0,4,12,TRSM_L(0,6),1777920158984948992,1777920159027391744,0
0,4,13,TRSM_R(7,0),1777920159027392768,1777920159074475264,0
0,4,15,TRSM_R(8,0),1777920159074484480,1777920159121558784,0
0,4,16,TRSM_L(0,8),1777920159121569024,1777920159163970816,0
0,4,17,TRSM_R(9,0),1777920159163971840,1777920159211067648,0
0,4,19,TRSM_R(10,0),1777920159211091200,1777920159258187008,0
0,4,20,TRSM_L(0,10),1777920159258196224,1777920159300608256,0
0,4,21,TRSM_R(11,0),1777920159300609280,1777920159347706112,0
0,4,23,TRSM_R(12,0),1777920159347715328,1777920159394788608,0
0,4,24,TRSM_L(0,12),1777920159394797824,1777920159437244672,0
0,4,25,TRSM_R(13,0),1777920159437246720,1777920159484343552,0
0,4,27,TRSM_R(14,0),1777920159484352768,1777920159531451648,0
0,4,28,TRSM_L(0,14),1777920159531459840,1777920159573909760,0
0,4,29,TRSM_R(15,0),1777920159573911808,1777920159621010688,0
0,4,32,GEMM(1,2,0),1777920159621022976,1777920159700327680,0
0,4,34,GEMM(1,4,0),1777920159700331776,1777920159779631360,0
0,4,36,GEMM(1,6,0),1777920159779634432,1777920159858944256,0
0,4,38,GEMM(1,8,0),1777920159858947328,1777920159938243840,0
0,4,40,GEMM(1,10,0),1777920159938247936,1777920160017544448,0
0,4,42,GEMM(1,12,0),1777920160017547520,1777920160096844032,0
0,4,44,GEMM(1,14,0),1777920160096847104,1777920160176142592,0
0,4,47,GEMM(2,2,0),1777920160176146688,1777920160255449344,0
0,4,49,GEMM(2,4,0),1777920160255453440,1777920160334760192,0
0,4,51,GEMM(2,6,0),1777920160334764288,1777920160414066944,0
0,4,53,GEMM(2,8,0),1777920160414070016,1777920160493383936,0
0,4,55,GEMM(2,10,0),1777920160493387008,1777920160572707072,0
0,4,57,GEMM(2,12,0),1777920160572710144,1777920160652018944,0
0,4,59,GEMM(2,14,0),1777920160652022016,1777920160731318528,0
0,4,62,GEMM(3,2,0),1777920160731322624,1777920160810615040,0
0,4,64,GEMM(3,4,0),1777920160810618112,1777920160889928960,0
0,4,66,GEMM(3,6,0),1777920160889933056,1777920160969241856,0
0,4,68,GEMM(3,8,0),1777920160969245952,1777920161048548608,0
0,4,70,GEMM(3,10,0),1777920161048551680,1777920161127855360,0
0,4,72,GEMM(3,12,0),1777920161127858432,1777920161207160064,0
0,4,74,GEMM(3,14,0),1777920161207163136,1777920161286481152,0
0,4,77,GEMM(4,2,0),1777920161286484224,1777920161365786880,0
0,4,79,GEMM(4,4,0),1777920161365790976,1777920161445095680,0
0,4,81,GEMM(4,6,0),1777920161445098752,1777920161524399360,0
0,4,83,GEMM(4,8,0),1777920161524402432,1777920161603706112,0
0,4,85,GEMM(4,10,0),1777920161603709184,1777920161683012864,0
0,4,87,GEMM(4,12,0),1777920161683015936,1777920161762314496,0
0,4,89,GEMM(4,14,0),1777920161762317568,1777920161841613056,0
0,4,92,GEMM(5,2,0),1777920161841616128,1777920161920912640,0
0,4,94,GEMM(5,4,0),1777920161920915712,1777920162000212224,0
0,4,96,GEMM(5,6,0),1777920162000215296,1777920162079517952,0
0,4,98,GEMM(5,8,0),1777920162079521024,1777920162158822656,0
0,4,100,GEMM(5,10,0),1777920162158825728,1777920162238127360,0
0,4,102,GEMM(5,12,0),1777920162238130432,1777920162317434112,0
0,4,104,GEMM(5,14,0),1777920162317437184,1777920162396736768,0
0,4,107,GEMM(6,2,0),1777920162396739840,1777920162476046592,0
0,4,109,GEMM(6,4,0),1777920162476049664,1777920162555350272,0
0,4,111,GEMM(6,6,0),1777920162555353344,1777920162634650880,0
0,4,113,GEMM(6,8,0),1777920162634653952,1777920162713962752,0
0,4,115,GEMM(6,10,0),1777920162713965824,1777920162793264384,0
0,4,117,GEMM(6,12,0),1777920162793268480,1777920162872559872,0
0,4,119,GEMM(6,14,0),1777920162872563968,1777920162951857408,0
0,4,122,GEMM(7,2,0),1777920162951861504,1777920163031164160,0
0,4,124,GEMM(7,4,0),1777920163031168256,1777920163110476032,0
0,4,126,GEMM(7,6,0),1777920163110480128,1777920163189774592,0
0,4,128,GEMM(7,8,0),1777920163189777664,1777920163269073152,0
0,4,130,GEMM(7,10,0),1777920163269077248,1777920163348367616,0
0,4,132,GEMM(7,12,0),1777920163348370688,1777920163427668224,0
0,4,134,GEMM(7,14,0),1777920163427671296,1777920163506965760,0
0,4,137,GEMM(8,2,0),1777920163506968832,1777920163586257152,0
0,4,139,GEMM(8,4,0),1777920163586261248,1777920163665557760,0
0,4,141,GEMM(8,6,0),1777920163665560832,1777920163744846080,0
0,4,143,GEMM(8,8,0),1777920163744850176,1777920163824140544,0
0,4,145,GEMM(8,10,0),1777920163824144640,1777920163903425792,0
0,4,147,GEMM(8,12,0),1777920163903428864,1777920163982711040,0
0,4,149,GEMM(8,14,0),1777920163982714112,1777920164062008576,0
0,4,152,GEMM(9,2,0),1777920164062012672,1777920164141316352,0
0,4,154,GEMM(9,4,0),1777920164141320448,1777920164220626176,0
0,4,156,GEMM(9,6,0),1777920164220629248,1777920164299918592,0
0,4,158,GEMM(9,8,0),1777920164299921664,1777920164379212032,0
0,4,160,GEMM(9,10,0),1777920164379215104,1777920164458514688,0
0,4,162,GEMM(9,12,0),1777920164458517760,1777920164537810176,0
0,4,164,GEMM(9,14,0),1777920164537812224,1777920164617109760,0
0,4,167,GEMM(10,2,0),1777920164617113856,1777920164696411392,0
0,4,169,GEMM(10,4,0),1777920164696415488,1777920164775713024,0
0,4,171,GEMM(10,6,0),1777920164775717120,1777920164855017728,0
0,4,173,GEMM(10,8,0),1777920164855021824,1777920164934325504,0
0,4,175,GEMM(10,10,0),1777920164934329600,1777920165013625088,0
0,4,177,GEMM(10,12,0),1777920165013629184,1777920165092923648,0
0,4,179,GEMM(10,14,0),1777920165092927744,1777920165172223232,0
0,4,182,GEMM(11,2,0),1777920165172227328,1777920165251514624,0
0,4,184,GEMM(11,4,0),1777920165251518720,1777920165330816256,0
0,4,186,GEMM(11,6,0),1777920165330820352,1777920165410104576,0
0,4,188,GEMM(11,8,0),1777920165410107648,1777920165489393920,0
0,4,190,GEMM(11,10,0),1777920165489398016,1777920165568683264,0
0,4,192,GEMM(11,12,0),1777920165568686336,1777920165647972608,0
0,4,194,GEMM(11,14,0),1777920165647975680,1777920165727262976,0
0,4,197,GEMM(12,2,0),1777920165727267072,1777920165806558464,0
0,4,199,GEMM(12,4,0),1777920165806561536,1777920165885850880,0
0,4,201,GEMM(12,6,0),1777920165885854976,1777920165965152512,0
0,4,203,GEMM(12,8,0),1777920165965155584,1777920166044449024,0
0,4,205,GEMM(12,10,0),1777920166044453120,1777920166123736320,0
0,4,207,GEMM(12,12,0),1777920166123739392,1777920166203025664,0
0,4,209,GEMM(12,14,0),1777920166203029760,1777920166282312960,0
0,4,212,GEMM(13,2,0),1777920166282317056,1777920166361610496,0
0,4,214,GEMM(13,4,0),1777920166361613568,1777920166440905984,0
0,4,216,GEMM(13,6,0),1777920166440910080,1777920166520207616,0
0,4,218,GEMM(13,8,0),1777920166520210688,1777920166599512320,0
0,4,220,GEMM(13,10,0),1777920166599515392,1777920166678829312,0
0,4,222,GEMM(13,12,0),1777920166678833408,1777920166758138112,0
0,4,224,GEMM(13,14,0),1777920166758141184,1777920166837446912,0
0,4,227,GEMM(14,2,0),1777920166837449984,1777920166916749568,0
0,4,229,GEMM(14,4,0),1777920166916752640,1777920166996050176,0
0,4,231,GEMM(14,6,0),1777920166996053248,1777920167075354880,0
0,4,233,GEMM(14,8,0),1777920167075357952,1777920167154653440,0
0,4,235,GEMM(14,10,0),1777920167154656512,1777920167233947904,0
0,4,237,GEMM(14,12,0),1777920167233952000,1777920167313234176,0
0,4,239,GEMM(14,14,0),1777920167313238272,1777920167392537856,0
0,4,242,GEMM(15,2,0),1777920167392541952,1777920167471839488,0
0,4,244,GEMM(15,4,0),1777920167471843584,1777920167551144192,0
0,4,246,GEMM(15,6,0),1777920167551147264,1777920167630452992,0
0,4,248,GEMM(15,8,0),1777920167630457088,1777920167709760768,0
0,4,250,GEMM(15,10,0),1777920167709763840,1777920167789074688,0
0,4,252,GEMM(15,12,0),1777920167789077760,1777920167868377344,0
0,4,254,GEMM(15,14,0),1777920167868380416,1777920167947681024,0
0,4,258,TRSM_L(1,2),1777920183733805312,1777920183840986368,1777920167947683072
0,4,262,TRSM_L(1,4),1777920183840992512,1777920183947832576,1777920183840988416
0,4,266,TRSM_L(1,6),1777920183947838720,1777920184054870272,1777920183947835648
0,4,270,TRSM_L(1,8),1777920184054876416,1777920184161842432,1777920184054872320
0,4,274,TRSM_L(1,10),1777920184161849600,1777920184268667136,1777920184161845504
0,4,278,TRSM_L(1,12),1777920184268673280,1777920184375688448,1777920184268670208
0,4,282,TRSM_L(1,14),1777920184375695616,1777920184482781440,1777920184375691520
0,4,285,GEMM(2,2,1),1777920184482788608,1777920184678601984,1777920184482785536
0,4,287,GEMM(2,4,1),1777920184678609152,1777920184874493184,1777920184678606080
0,4,289,GEMM(2,6,1),1777920184874500352,1777920185070378240,1777920184874497280
0,4,291,GEMM(2,8,1),1777920185070385408,1777920185266259200,1777920185070382336
0,4,293,GEMM(2,10,1),1777920185266266368,1777920185462228224,1777920185266262272
0,4,295,GEMM(2,12,1),1777920185462235392,1777920185658103040,1777920185462231296
0,4,297,GEMM(2,14,1),1777920185658110208,1777920185853874432,1777920185658107136
0,4,299,GEMM(3,2,1),1777920185853881600,1777920186064289024,1777920185853878528
0,4,301,GEMM(3,4,1),1777920186064296192,1777920186274783488,1777920186064293120
0,4,303,GEMM(3,6,1),1777920186274790656,1777920186485174528,1777920186274787584
0,4,305,GEMM(3,8,1),1777920186485181696,1777920186695514368,1777920186485177600
0,4,307,GEMM(3,10,1),1777920186695521536,1777920186905859328,1777920186695518464
0,4,309,GEMM(3,12,1),1777920186905866496,1777920187116144896,1777920186905862400
0,4,311,GEMM(3,14,1),1777920187116152064,1777920187326469376,1777920187116148992
0,4,313,GEMM(4,2,1),1777920187326476544,1777920187517836544,1777920187326473472
0,4,315,GEMM(4,4,1),1777920187517843712,1777920187709250816,1777920187517839616
0,4,317,GEMM(4,6,1),1777920187709257984,1777920187900543232,1777920187709254912
0,4,319,GEMM(4,8,1),1777920187900550400,1777920188091890944,1777920187900546304
0,4,321,GEMM(4,10,1),1777920188091898112,1777920188283265280,1777920188091895040
0,4,323,GEMM(4,12,1),1777920188283272448,1777920188474650880,1777920188283269376
0,4,325,GEMM(4,14,1),1777920188474658048,1777920188665939200,1777920188474654976
0,4,327,GEMM(5,2,1),1777920188665945344,1777920188876268800,1777920188665942272
0,4,329,GEMM(5,4,1),1777920188876275968,1777920189086729472,1777920188876272896
0,4,331,GEMM(5,6,1),1777920189086736640,1777920189297170688,1777920189086733568
0,4,333,GEMM(5,8,1),1777920189297177856,1777920189507655936,1777920189297173760
0,4,335,GEMM(5,10,1),1777920189507663104,1777920189718130944,1777920189507660032
0,4,337,GEMM(5,12,1),1777920189718138112,1777920189928689920,1777920189718135040
0,4,339,GEMM(5,14,1),1777920189928697088,1777920190139073792,1777920189928694016
0,4,341,GEMM(6,2,1),1777920190139080960,1777920190334933248,1777920190139077888
0,4,343,GEMM(6,4,1),1777920190334940416,1777920190530937088,1777920190334936320
0,4,345,GEMM(6,6,1),1777920190530944256,1777920190726841600,1777920190530941184
0,4,347,GEMM(6,8,1),1777920190726848768,1777920190922676480,1777920190726845696
0,4,349,GEMM(6,10,1),1777920190922683648,1777920191118611712,1777920190922680576
0,4,351,GEMM(6,12,1),1777920191118617856,1777920191314462976,1777920191118614784
0,4,353,GEMM(6,14,1),1777920191314470144,1777920191510335744,1777920191314466048
0,4,355,GEMM(7,2,1),1777920191510342912,1777920191720785152,1777920191510339840
0,4,357,GEMM(7,4,1),1777920191720792320,1777920191931314432,1777920191720788224
0,4,359,GEMM(7,6,1),1777920191931321600,1777920192141762816,1777920191931317504
0,4,361,GEMM(7,8,1),1777920192141769984,1777920192352177408,1777920192141765888
0,4,363,GEMM(7,10,1),1777920192352184576,1777920192562683136,1777920192352180480
0,4,365,GEMM(7,12,1),1777920192562690304,1777920192773072128,1777920192562687232
0,4,367,GEMM(7,14,1),1777920192773079296,1777920192983493888,1777920192773076224
0,4,369,GEMM(8,2,1),1777920192983501056,1777920193174832384,1777920192983496960
0,4,371,GEMM(8,4,1),1777920193174839552,1777920193366110464,1777920193174835456
0,4,373,GEMM(8,6,1),1777920193366117632,1777920193557471488,1777920193366114560
0,4,375,GEMM(8,8,1),1777920193557478656,1777920193748819200,1777920193557474560
0,4,377,GEMM(8,10,1),1777920193748826368,1777920193940108544,1777920193748823296
0,4,379,GEMM(8,12,1),1777920193940115712,1777920194131414272,1777920193940112640
0,4,381,GEMM(8,14,1),1777920194131421440,1777920194322777344,1777920194131417344
0,4,383,GEMM(9,2,1),1777920194322784512,1777920194533090560,1777920194322781440
0,4,385,GEMM(9,4,1),1777920194533097728,1777920194743581952,1777920194533093632
0,4,387,GEMM(9,6,1),1777920194743589120,1777920194953947392,1777920194743586048
0,4,389,GEMM(9,8,1),1777920194953954560,1777920195164356864,1777920194953950464
0,4,391,GEMM(9,10,1),1777920195164364032,1777920195374694656,1777920195164359936
0,4,393,GEMM(9,12,1),1777920195374701824,1777920195585138944,1777920195374698752
0,4,395,GEMM(9,14,1),1777920195585146112,1777920195795570944,1777920195585143040
0,4,397,GEMM(10,2,1),1777920195795578112,1777920195991518464,1777920195795574016
0,4,399,GEMM(10,4,1),1777920195991525632,1777920196187422976,1777920195991522560
0,4,401,GEMM(10,6,1),1777920196187430144,1777920196383301888,1777920196187427072
0,4,403,GEMM(10,8,1),1777920196383309056,1777920196579117312,1777920196383304960
0,4,405,GEMM(10,10,1),1777920196579124480,1777920196774968576,1777920196579121408
0,4,407,GEMM(10,12,1),1777920196774975744,1777920196970834176,1777920196774971648
0,4,409,GEMM(10,14,1),1777920196970841344,1777920197166701824,1777920196970837248
0,4,411,GEMM(11,2,1),1777920197166708992,1777920197377003776,1777920197166705920
0,4,413,GEMM(11,4,1),1777920197377010944,1777920197587343616,1777920197377007872
0,4,415,GEMM(11,6,1),1777920197587350784,1777920197797630208,1777920197587347712
0,4,417,GEMM(11,8,1),1777920197797637376,1777920198007977216,1777920197797634304
0,4,419,GEMM(11,10,1),1777920198007984384,1777920198218273024,1777920198007981312
0,4,421,GEMM(11,12,1),1777920198218280192,1777920198428556544,1777920198218277120
0,4,423,GEMM(11,14,1),1777920198428563712,1777920198638986496,1777920198428559616
0,4,425,GEMM(12,2,1),1777920198638993664,1777920198830283008,1777920198638990592
0,4,427,GEMM(12,4,1),1777920198830290176,1777920199021613312,1777920198830287104
0,4,429,GEMM(12,6,1),1777920199021620480,1777920199212948736,1777920199021617408
0,4,431,GEMM(12,8,1),1777920199212955904,1777920199404314880,1777920199212951808
0,4,433,GEMM(12,10,1),1777920199404322048,1777920199595631872,1777920199404317952
0,4,435,GEMM(12,12,1),1777920199595639040,1777920199787003136,1777920199595635968
0,4,437,GEMM(12,14,1),1777920199787011328,1777920199978267904,1777920199787007232
0,4,439,GEMM(13,2,1),1777920199978275072,1777920200188613888,1777920199978272000
0,4,441,GEMM(13,4,1),1777920200188621056,1777920200398943488,1777920200188616960
0,4,443,GEMM(13,6,1),1777920200398950656,1777920200609320192,1777920200398947584
0,4,445,GEMM(13,8,1),1777920200609327360,1777920200819670272,1777920200609324288
0,4,447,GEMM(13,10,1),1777920200819677440,1777920201030012160,1777920200819674368
0,4,449,GEMM(13,12,1),1777920201030020352,1777920201240334592,1777920201030016256
0,4,451,GEMM(13,14,1),1777920201240341760,1777920201450740992,1777920201240338688
0,4,453,GEMM(14,2,1),1777920201450748160,1777920201646515456,1777920201450745088
0,4,455,GEMM(14,4,1),1777920201646522624,1777920201842404608,1777920201646519552
0,4,457,GEMM(14,6,1),1777920201842411776,1777920202038143232,1777920201842407680
0,4,459,GEMM(14,8,1),1777920202038149376,1777920202233867520,1777920202038146304
0,4,461,GEMM(14,10,1),1777920202233874688,1777920202429588736,1777920202233870592
0,4,463,GEMM(14,12,1),1777920202429595904,1777920202625447168,1777920202429592832
0,4,465,GEMM(14,14,1),1777920202625453312,1777920202821287168,1777920202625450240
0,4,467,GEMM(15,2,1),1777920202821294336,1777920203031618816,1777920202821291264
0,4,469,GEMM(15,4,1),1777920203031625984,1777920203242032384,1777920203031622912
0,4,471,GEMM(15,6,1),1777920203242039552,1777920203452340480,1777920203242036480
0,4,473,GEMM(15,8,1),1777920203452347648,1777920203662672128,1777920203452344576
0,4,475,GEMM(15,10,1),1777920203662679296,1777920203872995584,1777920203662675200
0,4,477,GEMM(15,12,1),1777920203873003776,1777920204083336448,1777920203872999680
0,4,479,GEMM(15,14,1),1777920204083343616,1777920204293622016,1777920204083339520
0,4,481,GETRF(2),1777920204293626112,1777920204322745600,0
0,4,482,TRSM_R(3,2),1777920204322751744,1777920204369849600,0
0,4,484,TRSM_R(4,2),1777920204369856768,1777920204417097984,0
0,4,485,TRSM_L(2,4),1777920204417107200,1777920204459623680,0
0,4,486,TRSM_R(5,2),1777920204459625728,1777920204506746112,0
0,4,488,TRSM_R(6,2),1777920204506753280,1777920204553796864,0
0,4,489,TRSM_L(2,6),1777920204553806080,1777920204596221184,0
0,4,490,TRSM_R(7,2),1777920204596223232,1777920204643341568,0
0,4,492,TRSM_R(8,2),1777920204643348736,1777920204690466048,0
0,4,493,TRSM_L(2,8),1777920204690474240,1777920204732924160,0
0,4,494,TRSM_R(9,2),1777920204732925184,1777920204780067072,0
0,4,496,TRSM_R(10,2),1777920204780075264,1777920204827172096,0
0,4,497,TRSM_L(2,10),1777920204827181312,1777920204869598464,0
0,4,498,TRSM_R(11,2),1777920204869600512,1777920204916665600,0
0,4,500,TRSM_R(12,2),1777920204916673792,1777920204963793152,0
0,4,501,TRSM_L(2,12),1777920204963801344,1777920205006211328,0
0,4,502,TRSM_R(13,2),1777920205006213376,1777920205053332736,0
0,4,504,TRSM_R(14,2),1777920205053340928,1777920205100463360,0
0,4,505,TRSM_L(2,14),1777920205100471552,1777920205142889728,0
0,4,506,TRSM_R(15,2),1777920205142890752,1777920205190019328,0
0,4,509,GEMM(3,4,2),1777920205190029568,1777920205269335296,0
0,4,511,GEMM(3,6,2),1777920205269339392,1777920205348643072,0
0,4,513,GEMM(3,8,2),1777920205348646144,1777920205427945728,0
0,4,515,GEMM(3,10,2),1777920205427949824,1777920205507252480,0
0,4,517,GEMM(3,12,2),1777920205507256576,1777920205586553088,0
0,4,519,GEMM(3,14,2),1777920205586557184,1777920205665852672,0
0,4,522,GEMM(4,4,2),1777920205665856768,1777920205745148160,0
0,4,524,GEMM(4,6,2),1777920205745151232,1777920205824451840,0
0,4,526,GEMM(4,8,2),1777920205824455936,1777920205903757568,0
0,4,528,GEMM(4,10,2),1777920205903761664,1777920205983064320,0
0,4,530,GEMM(4,12,2),1777920205983068416,1777920206062361856,0
0,4,532,GEMM(4,14,2),1777920206062365952,1777920206141675776,0
0,4,535,GEMM(5,4,2),1777920206141678848,1777920206220985600,0
0,4,537,GEMM(5,6,2),1777920206220989696,1777920206300278016,0
0,4,539,GEMM(5,8,2),1777920206300282112,1777920206379584768,0
0,4,541,GEMM(5,10,2),1777920206379586816,1777920206458889472,0
0,4,543,GEMM(5,12,2),1777920206458895616,1777920206538191104,0
0,4,545,GEMM(5,14,2),1777920206538194176,1777920206617484544,0
0,4,548,GEMM(6,4,2),1777920206617487616,1777920206696777984,0
0,4,550,GEMM(6,6,2),1777920206696782080,1777920206776075520,0
0,4,552,GEMM(6,8,2),1777920206776079616,1777920206855372032,0
0,4,554,GEMM(6,10,2),1777920206855376128,1777920206934675712,0
0,4,556,GEMM(6,12,2),1777920206934679808,1777920207013974272,0
0,4,558,GEMM(6,14,2),1777920207013977344,1777920207093267712,0
0,4,561,GEMM(7,4,2),1777920207093271808,1777920207172565248,0
0,4,563,GEMM(7,6,2),1777920207172569344,1777920207251866880,0
0,4,565,GEMM(7,8,2),1777920207251870976,1777920207331163392,0
0,4,567,GEMM(7,10,2),1777920207331167488,1777920207410458880,0
0,4,569,GEMM(7,12,2),1777920207410462976,1777920207489762560,0
0,4,571,GEMM(7,14,2),1777920207489765632,1777920207569058048,0
0,4,574,GEMM(8,4,2),1777920207569062144,1777920207648346368,0
0,4,576,GEMM(8,6,2),1777920207648350464,1777920207727637760,0
0,4,578,GEMM(8,8,2),1777920207727641856,1777920207806921984,0
0,4,580,GEMM(8,10,2),1777920207806926080,1777920207886222592,0
0,4,582,GEMM(8,12,2),1777920207886226688,1777920207965515008,0
0,4,584,GEMM(8,14,2),1777920207965518080,1777920208044804352,0
0,4,587,GEMM(9,4,2),1777920208044806400,1777920208124110080,0
0,4,589,GEMM(9,6,2),1777920208124114176,1777920208203417856,0
0,4,591,GEMM(9,8,2),1777920208203421952,1777920208282731776,0
0,4,593,GEMM(9,10,2),1777920208282735872,1777920208362041600,0
0,4,595,GEMM(9,12,2),1777920208362045696,1777920208441349376,0
0,4,597,GEMM(9,14,2),1777920208441352448,1777920208520661248,0
0,4,600,GEMM(10,4,2),1777920208520665344,1777920208599966976,0
0,4,602,GEMM(10,6,2),1777920208599971072,1777920208679274752,0
0,4,604,GEMM(10,8,2),1777920208679278848,1777920208758580480,0
0,4,606,GEMM(10,10,2),1777920208758583552,1777920208837881088,0
0,4,608,GEMM(10,12,2),1777920208837885184,1777920208917181696,0
0,4,610,GEMM(10,14,2),1777920208917185792,1777920208996490496,0
0,4,613,GEMM(11,4,2),1777920208996494592,1777920209075802368,0
0,4,615,GEMM(11,6,2),1777920209075806464,1777920209155111168,0
0,4,617,GEMM(11,8,2),1777920209155115264,1777920209234419968,0
0,4,619,GEMM(11,10,2),1777920209234424064,1777920209313733888,0
0,4,621,GEMM(11,12,2),1777920209313736960,1777920209393045760,0
0,4,623,GEMM(11,14,2),1777920209393049856,1777920209472360704,0
0,4,626,GEMM(12,4,2),1777920209472363776,1777920209551667456,0
0,4,628,GEMM(12,6,2),1777920209551670528,1777920209630968064,0
0,4,630,GEMM(12,8,2),1777920209630972160,1777920209710268672,0
0,4,632,GEMM(12,10,2),1777920209710271744,1777920209789566208,0
0,4,634,GEMM(12,12,2),1777920209789569280,1777920209868856576,0
0,4,636,GEMM(12,14,2),1777920209868859648,1777920209948157184,0
0,4,639,GEMM(13,4,2),1777920209948160256,1777920210027465984,0
0,4,641,GEMM(13,6,2),1777920210027469056,1777920210106765568,0
0,4,643,GEMM(13,8,2),1777920210106768640,1777920210186070272,0
0,4,645,GEMM(13,10,2),1777920210186073344,1777920210265374976,0
0,4,647,GEMM(13,12,2),1777920210265379072,1777920210344681728,0
0,4,649,GEMM(13,14,2),1777920210344684800,1777920210423989504,0
0,4,652,GEMM(14,4,2),1777920210423992576,1777920210503288064,0
0,4,654,GEMM(14,6,2),1777920210503291136,1777920210582587648,0
0,4,656,GEMM(14,8,2),1777920210582590720,1777920210661890304,0
0,4,658,GEMM(14,10,2),1777920210661894400,1777920210741190912,0
0,4,660,GEMM(14,12,2),1777920210741193984,1777920210820487424,0
0,4,662,GEMM(14,14,2),1777920210820491520,1777920210899790080,0
0,4,665,GEMM(15,4,2),1777920210899794176,1777920210979101952,0
0,4,667,GEMM(15,6,2),1777920210979105024,1777920211058398464,0
0,4,669,GEMM(15,8,2),1777920211058402560,1777920211137717504,0
0,4,671,GEMM(15,10,2),1777920211137721600,1777920211217015040,0
0,4,673,GEMM(15,12,2),1777920211217018112,1777920211296306432,0
0,4,675,GEMM(15,14,2),1777920211296310528,1777920211375603968,0
0,4,679,TRSM_L(3,4),1777920223485280512,1777920223592632576,1777920211375607040
0,4,683,TRSM_L(3,6),1777920223592638720,1777920223699865856,1777920223592635648
